Area,Date,Sales,Avg_Price,Med_Price
C01,2006-10-01,228,295857,266500
C02,2006-10-01,31,493806,377000
C03,2006-10-01,11,451674,457500
C04,2006-10-01,24,282438,247500
C06,2006-10-01,7,192286,199000
C07,2006-10-01,47,263790,248000
C08,2006-10-01,88,299761,263000
C09,2006-10-01,11,403045,262000
C10,2006-10-01,26,321696,286500
C11,2006-10-01,23,183996,179000
C12,2006-10-01,4,554450,479400
C13,2006-10-01,21,250919,218000
C14,2006-10-01,132,247393,236500
C15,2006-10-01,37,215800,196500
E01,2006-10-01,3,339000,340000
E02,2006-10-01,3,269333,261000
E03,2006-10-01,29,172100,157000
E04,2006-10-01,29,156047,148000
E05,2006-10-01,41,197480,186000
E06,2006-10-01,3,261500,194500
E07,2006-10-01,32,173680,170400
E08,2006-10-01,22,164841,167250
E09,2006-10-01,45,180201,182000
E10,2006-10-01,2,125500,125500
E11,2006-10-01,21,134686,143000
W01,2006-10-01,18,268100,221400
W02,2006-10-01,11,265873,268000
W03,2006-10-01,6,203333,200000
W04,2006-10-01,12,134308,143750
W05,2006-10-01,17,141588,152000
W06,2006-10-01,33,262770,239000
W07,2006-10-01,13,265154,240000
W08,2006-10-01,47,245364,212000
W09,2006-10-01,17,148029,139000
W10,2006-10-01,38,147378,143250
