Area,Date,Sales,Avg_Price,Med_Price
C01,2008-01-01,194,354331,310500
C02,2008-01-01,15,484640,425000
C03,2008-01-01,8,466625,420000
C04,2008-01-01,20,277987,278000
C06,2008-01-01,10,274465,261450
C07,2008-01-01,57,260021,257500
C08,2008-01-01,72,353693,316250
C09,2008-01-01,9,574667,427000
C10,2008-01-01,25,427304,320000
C11,2008-01-01,9,137628,128150
C12,2008-01-01,6,659583,464250
C13,2008-01-01,25,250136,222000
C14,2008-01-01,90,289287,281250
C15,2008-01-01,28,255643,226250
E01,2008-01-01,10,329955,364950
E02,2008-01-01,5,407000,375100
E03,2008-01-01,16,166474,149250
E04,2008-01-01,27,163633,169000
E05,2008-01-01,40,225507,215900
E06,2008-01-01,4,233750,207500
E07,2008-01-01,25,179492,183800
E08,2008-01-01,12,160292,163750
E09,2008-01-01,40,188168,183950
E10,2008-01-01,2,132500,132500
E11,2008-01-01,16,117019,120500
W01,2008-01-01,7,281114,298000
W02,2008-01-01,7,295077,280000
W03,2008-01-01,6,182150,179950
W04,2008-01-01,16,154500,147500
W05,2008-01-01,11,121273,118000
W06,2008-01-01,32,302889,266250
W07,2008-01-01,10,282850,275500
W08,2008-01-01,30,252575,218000
W09,2008-01-01,16,165138,134350
W10,2008-01-01,24,151808,141000
