Area,Date,Sales,Avg_Price,Med_Price
C01,2016-02-01,389,475106,427000
C02,2016-02-01,35,1092063,782500
C03,2016-02-01,6,624983,642500
C04,2016-02-01,17,575512,340000
C06,2016-02-01,17,356118,319000
C07,2016-02-01,65,413327,390000
C08,2016-02-01,133,459279,423400
C09,2016-02-01,16,1078975,767000
C10,2016-02-01,33,519801,470000
C11,2016-02-01,19,281457,265000
C12,2016-02-01,14,821421,577500
C13,2016-02-01,25,387196,353000
C14,2016-02-01,114,422007,402500
C15,2016-02-01,71,372063,341000
E01,2016-02-01,19,537037,520000
E02,2016-02-01,13,443384,433000
E03,2016-02-01,10,249850,209750
E04,2016-02-01,20,221725,212000
E05,2016-02-01,28,310725,305950
E06,2016-02-01,5,339980,300000
E07,2016-02-01,35,269625,275000
E08,2016-02-01,19,214652,202000
E09,2016-02-01,43,292890,279800
E10,2016-02-01,3,109667,54000
E11,2016-02-01,12,206525,197450
W01,2016-02-01,31,457516,416000
W02,2016-02-01,23,530557,505000
W03,2016-02-01,6,279967,280450
W04,2016-02-01,16,264709,250000
W05,2016-02-01,22,223864,216000
W06,2016-02-01,64,401653,355000
W07,2016-02-01,3,408667,367500
W08,2016-02-01,70,371524,346750
W09,2016-02-01,12,170292,165500
W10,2016-02-01,31,204084,215000
