Area,Date,Sales,Avg_Price,Med_Price
C01,2013-10-01,300,437855,387750
C02,2013-10-01,29,1043259,702000
C03,2013-10-01,14,717428,704009
C04,2013-10-01,17,467288,391500
C06,2013-10-01,7,312857,316000
C07,2013-10-01,68,345551,335500
C08,2013-10-01,132,408711,385500
C09,2013-10-01,10,569320,497500
C10,2013-10-01,29,438052,447000
C11,2013-10-01,16,233525,224500
C12,2013-10-01,11,879727,789000
C13,2013-10-01,41,335339,290000
C14,2013-10-01,109,399458,346000
C15,2013-10-01,58,373768,317000
E01,2013-10-01,15,384420,385900
E02,2013-10-01,13,515700,345000
E03,2013-10-01,9,258056,148000
E04,2013-10-01,29,199707,198000
E05,2013-10-01,28,274407,287250
E06,2013-10-01,4,276250,237500
E07,2013-10-01,37,240324,234000
E08,2013-10-01,16,218419,196000
E09,2013-10-01,50,251513,241500
E10,2013-10-01,4,156000,152000
E11,2013-10-01,14,164321,165500
W01,2013-10-01,27,350493,331000
W02,2013-10-01,17,318135,310000
W03,2013-10-01,8,251625,242500
W04,2013-10-01,20,200065,180500
W05,2013-10-01,21,236499,240000
W06,2013-10-01,66,431245,351500
W07,2013-10-01,3,578500,687500
W08,2013-10-01,77,332398,296900
W09,2013-10-01,16,228047,242500
W10,2013-10-01,32,164837,171750
