Area,Date,Sales,Avg_Price,Med_Price
C01,2016-11-01,467,537263,455500
C02,2016-11-01,33,1213145,800000
C03,2016-11-01,14,631680,544750
C04,2016-11-01,18,577078,399000
C06,2016-11-01,21,422676,400000
C07,2016-11-01,73,466398,450000
C08,2016-11-01,161,513487,468900
C09,2016-11-01,19,752095,660000
C10,2016-11-01,42,570336,533227
C11,2016-11-01,26,387731,345750
C12,2016-11-01,9,999128,860000
C13,2016-11-01,34,367482,318950
C14,2016-11-01,152,448394,413500
C15,2016-11-01,101,414126,348000
E01,2016-11-01,17,512000,508000
E02,2016-11-01,9,525833,460000
E03,2016-11-01,8,243763,213550
E04,2016-11-01,15,247433,254000
E05,2016-11-01,37,346651,328000
E06,2016-11-01,4,826225,832450
E07,2016-11-01,48,302613,301550
E08,2016-11-01,20,281124,260500
E09,2016-11-01,53,325822,305000
E10,2016-11-01,3,292867,313500
E11,2016-11-01,18,193145,170000
W01,2016-11-01,26,411235,356500
W02,2016-11-01,12,518450,470450
W03,2016-11-01,6,369583,332750
W04,2016-11-01,24,272191,269000
W05,2016-11-01,37,257443,259500
W06,2016-11-01,84,489265,416000
W07,2016-11-01,2,419500,419500
W08,2016-11-01,75,379385,345000
W09,2016-11-01,17,217847,196000
W10,2016-11-01,33,235697,263000
