Area,Date,Sales,Avg_Price,Med_Price
C01,2018-06-01,442,682667,600500
C02,2018-06-01,40,1198650,853000
C03,2018-06-01,10,805300,729500
C04,2018-06-01,18,934489,742000
C06,2018-06-01,17,483188,471000
C07,2018-06-01,52,585249,564000
C08,2018-06-01,168,681433,612500
C09,2018-06-01,10,1188300,1161500
C10,2018-06-01,53,663741,625000
C11,2018-06-01,17,432471,405000
C12,2018-06-01,8,1105375,883500
C13,2018-06-01,31,519806,455000
C14,2018-06-01,101,571440,520888
C15,2018-06-01,82,509368,468000
E01,2018-06-01,12,713458,730000
E02,2018-06-01,10,629345,620500
E03,2018-06-01,8,447500,368000
E04,2018-06-01,30,353810,354500
E05,2018-06-01,36,446711,433000
E06,2018-06-01,4,562725,486000
E07,2018-06-01,37,408519,409000
E08,2018-06-01,13,389285,390000
E09,2018-06-01,36,428941,414400
E10,2018-06-01,0,0,0
E11,2018-06-01,25,323320,329000
W01,2018-06-01,29,695017,569000
W02,2018-06-01,19,628072,535000
W03,2018-06-01,7,455286,446000
W04,2018-06-01,29,418562,430000
W05,2018-06-01,32,353365,368650
W06,2018-06-01,75,590597,520500
W07,2018-06-01,3,472633,449000
W08,2018-06-01,79,510954,475000
W09,2018-06-01,24,424054,420050
W10,2018-06-01,36,333575,350000
