Area,Date,Sales,Avg_Price,Med_Price
C01,2002-02-01,147,250252,229000
C02,2002-02-01,20,345388,358000
C03,2002-02-01,4,271000,263000
C04,2002-02-01,10,213660,215250
C06,2002-02-01,1,198000,198000
C07,2002-02-01,30,236993,231000
C08,2002-02-01,103,237007,220000
C09,2002-02-01,3,625007,436000
C10,2002-02-01,18,260728,245000
C11,2002-02-01,11,181278,180705
C12,2002-02-01,10,503630,426500
C13,2002-02-01,26,253073,212500
C14,2002-02-01,64,232940,217500
C15,2002-02-01,24,204885,167250
E01,2002-02-01,3,217067,225400
E02,2002-02-01,2,220500,220500
E03,2002-02-01,37,146300,141000
E04,2002-02-01,26,138154,139000
E05,2002-02-01,41,161859,155000
E06,2002-02-01,2,156500,156500
E07,2002-02-01,42,164652,167000
E08,2002-02-01,25,146816,148000
E09,2002-02-01,35,182337,195000
E10,2002-02-01,5,132200,130000
E11,2002-02-01,26,131663,137550
W01,2002-02-01,12,199028,186500
W02,2002-02-01,5,233980,233000
W03,2002-02-01,10,159290,156750
W04,2002-02-01,32,136438,139500
W05,2002-02-01,26,114438,116250
W06,2002-02-01,41,259028,212000
W07,2002-02-01,1,169000,169000
W08,2002-02-01,43,216033,178500
W09,2002-02-01,24,151121,120750
W10,2002-02-01,48,131921,135500
