Area,Date,Sales,Avg_Price,Med_Price
C01,2013-01-01,159,403082,368000
C02,2013-01-01,13,732846,696000
C03,2013-01-01,1,345000,345000
C04,2013-01-01,8,377813,387500
C06,2013-01-01,7,317986,310000
C07,2013-01-01,36,330129,332500
C08,2013-01-01,55,402080,370000
C09,2013-01-01,4,647250,650000
C10,2013-01-01,24,452506,418998
C11,2013-01-01,14,234584,237500
C12,2013-01-01,2,1015500,1015500
C13,2013-01-01,15,301127,276000
C14,2013-01-01,69,376429,374500
C15,2013-01-01,39,357015,330000
E01,2013-01-01,4,333500,331000
E02,2013-01-01,1,663000,663000
E03,2013-01-01,8,250538,178000
E04,2013-01-01,14,162522,138893
E05,2013-01-01,19,251652,226000
E06,2013-01-01,1,232000,232000
E07,2013-01-01,23,226830,229000
E08,2013-01-01,17,231069,185180
E09,2013-01-01,29,247417,248000
E10,2013-01-01,4,153750,172500
E11,2013-01-01,14,161071,155000
W01,2013-01-01,11,395536,340000
W02,2013-01-01,7,291614,296000
W03,2013-01-01,8,240375,221500
W04,2013-01-01,12,194242,182500
W05,2013-01-01,9,212211,198000
W06,2013-01-01,29,390462,334900
W07,2013-01-01,2,348250,348250
W08,2013-01-01,36,307519,298750
W09,2013-01-01,16,165613,132100
W10,2013-01-01,20,162545,152500
