Area,Date,Sales,Avg_Price,Med_Price
C01,2016-06-01,681,486068,422500
C02,2016-06-01,48,924660,680000
C03,2016-06-01,10,795770,644450
C04,2016-06-01,17,565265,610000
C06,2016-06-01,17,372312,370000
C07,2016-06-01,96,445451,402500
C08,2016-06-01,218,476928,440000
C09,2016-06-01,14,1145186,889500
C10,2016-06-01,46,566136,489444
C11,2016-06-01,27,292219,283000
C12,2016-06-01,15,1262733,800000
C13,2016-06-01,48,381138,350050
C14,2016-06-01,153,429217,410000
C15,2016-06-01,106,386694,351000
E01,2016-06-01,19,586096,483000
E02,2016-06-01,8,574775,457500
E03,2016-06-01,8,220538,218250
E04,2016-06-01,42,242340,250000
E05,2016-06-01,42,339714,319000
E06,2016-06-01,5,375860,414900
E07,2016-06-01,53,290602,295000
E08,2016-06-01,21,230052,210000
E09,2016-06-01,74,309180,290000
E10,2016-06-01,5,213200,220000
E11,2016-06-01,13,204954,185000
W01,2016-06-01,31,449594,370000
W02,2016-06-01,30,408289,374250
W03,2016-06-01,10,421600,439000
W04,2016-06-01,25,299012,289000
W05,2016-06-01,33,302418,310000
W06,2016-06-01,105,415840,375000
W07,2016-06-01,6,484500,436000
W08,2016-06-01,100,385349,339000
W09,2016-06-01,15,340500,350000
W10,2016-06-01,41,217500,226000
