Area,Date,Sales,Avg_Price,Med_Price
C01,2016-03-01,497,471359,410000
C02,2016-03-01,40,909219,639000
C03,2016-03-01,19,586758,570000
C04,2016-03-01,14,479107,391750
C06,2016-03-01,16,356688,334750
C07,2016-03-01,82,405112,389000
C08,2016-03-01,149,462015,417500
C09,2016-03-01,8,848238,699500
C10,2016-03-01,26,538808,497000
C11,2016-03-01,27,296056,286000
C12,2016-03-01,15,682467,563000
C13,2016-03-01,40,365089,347650
C14,2016-03-01,130,416509,392000
C15,2016-03-01,99,365331,336500
E01,2016-03-01,15,560185,531000
E02,2016-03-01,15,538653,442000
E03,2016-03-01,11,254127,249900
E04,2016-03-01,37,217045,237500
E05,2016-03-01,47,302119,281000
E06,2016-03-01,2,489700,489700
E07,2016-03-01,47,277679,276000
E08,2016-03-01,16,245902,208963
E09,2016-03-01,47,298242,295500
E10,2016-03-01,4,175750,175000
E11,2016-03-01,19,242684,247000
W01,2016-03-01,25,415112,400000
W02,2016-03-01,28,427011,364950
W03,2016-03-01,11,343409,358000
W04,2016-03-01,26,258285,260500
W05,2016-03-01,40,245170,248500
W06,2016-03-01,98,393932,365000
W07,2016-03-01,3,408667,379000
W08,2016-03-01,104,369050,323250
W09,2016-03-01,20,272850,284000
W10,2016-03-01,31,234655,232000
