Area,Date,Sales,Avg_Price,Med_Price
C01,2017-12-01,265,647303,566000
C02,2017-12-01,29,819155,747500
C03,2017-12-01,7,821343,685000
C04,2017-12-01,8,516250,495000
C06,2017-12-01,11,451682,438000
C07,2017-12-01,42,533457,489900
C08,2017-12-01,121,580636,525000
C09,2017-12-01,3,669778,710333
C10,2017-12-01,28,729229,583000
C11,2017-12-01,14,377250,370500
C12,2017-12-01,6,1205500,1047500
C13,2017-12-01,25,474480,467000
C14,2017-12-01,83,572317,493000
C15,2017-12-01,60,474996,439750
E01,2017-12-01,12,600903,571000
E02,2017-12-01,3,634633,657000
E03,2017-12-01,6,331000,295500
E04,2017-12-01,40,340447,334000
E05,2017-12-01,15,389493,365000
E06,2017-12-01,2,434000,434000
E07,2017-12-01,36,385826,390500
E08,2017-12-01,7,338643,345000
E09,2017-12-01,32,384924,384944
E10,2017-12-01,2,203500,203500
E11,2017-12-01,12,320563,329000
W01,2017-12-01,19,541674,465000
W02,2017-12-01,13,590069,589000
W03,2017-12-01,3,512333,488000
W04,2017-12-01,24,364188,373250
W05,2017-12-01,23,305907,315000
W06,2017-12-01,59,492280,461000
W07,2017-12-01,6,450167,432000
W08,2017-12-01,74,428950,410000
W09,2017-12-01,3,338667,405000
W10,2017-12-01,32,301256,310000
