Area,Date,Sales,Avg_Price,Med_Price
C01,2007-10-01,287,334127,301500
C02,2007-10-01,23,639928,430000
C03,2007-10-01,10,761640,575000
C04,2007-10-01,21,257064,232000
C06,2007-10-01,6,264317,261450
C07,2007-10-01,90,274293,258450
C08,2007-10-01,120,326466,289250
C09,2007-10-01,14,732414,472500
C10,2007-10-01,36,497350,349000
C11,2007-10-01,20,183900,184500
C12,2007-10-01,8,629250,494000
C13,2007-10-01,30,263854,215000
C14,2007-10-01,148,269331,259250
C15,2007-10-01,38,246389,227750
E01,2007-10-01,10,393640,379050
E02,2007-10-01,7,356143,372000
E03,2007-10-01,28,154654,153000
E04,2007-10-01,17,158753,162500
E05,2007-10-01,33,202494,208000
E06,2007-10-01,5,183100,185000
E07,2007-10-01,35,172991,170000
E08,2007-10-01,16,172075,143250
E09,2007-10-01,68,196445,203000
E10,2007-10-01,3,157633,162000
E11,2007-10-01,19,128053,120500
W01,2007-10-01,19,350547,307500
W02,2007-10-01,5,334060,355000
W03,2007-10-01,8,205250,216000
W04,2007-10-01,17,147724,135000
W05,2007-10-01,20,131520,149000
W06,2007-10-01,51,340390,285000
W07,2007-10-01,28,259457,265000
W08,2007-10-01,37,272897,231000
W09,2007-10-01,17,184529,139500
W10,2007-10-01,30,148890,148000
