Area,Date,Sales,Avg_Price,Med_Price
C01,2000-12-01,59,224363,188500
C02,2000-12-01,12,448565,371250
C03,2000-12-01,3,348667,325000
C04,2000-12-01,13,177362,166500
C06,2000-12-01,4,148713,157375
C07,2000-12-01,16,191724,182500
C08,2000-12-01,43,200686,176900
C09,2000-12-01,4,443000,307000
C10,2000-12-01,6,286900,232450
C11,2000-12-01,13,120034,105888
C12,2000-12-01,0,0,0
C13,2000-12-01,9,192222,215000
C14,2000-12-01,22,227082,226500
C15,2000-12-01,15,192613,149000
E01,2000-12-01,1,221000,221000
E02,2000-12-01,3,161333,159000
E03,2000-12-01,19,144337,136000
E04,2000-12-01,12,126638,120625
E05,2000-12-01,29,161712,149500
E06,2000-12-01,0,0,0
E07,2000-12-01,15,148813,152000
E08,2000-12-01,16,119356,113900
E09,2000-12-01,19,162861,164750
E10,2000-12-01,1,110000,110000
E11,2000-12-01,10,122900,126000
W01,2000-12-01,8,215688,171000
W02,2000-12-01,2,256000,256000
W03,2000-12-01,9,130817,130000
W04,2000-12-01,13,112731,120000
W05,2000-12-01,24,97875,94750
W06,2000-12-01,14,236514,237500
W07,2000-12-01,3,131167,136000
W08,2000-12-01,18,172411,144000
W09,2000-12-01,13,122288,116250
W10,2000-12-01,32,122994,124500
