Area,Date,Sales,Avg_Price,Med_Price
C01,2000-06-01,102,225585,182900
C02,2000-06-01,23,314413,297000
C03,2000-06-01,6,304000,320000
C04,2000-06-01,12,258938,230000
C06,2000-06-01,1,174000,174000
C07,2000-06-01,22,202991,190900
C08,2000-06-01,71,197927,182000
C09,2000-06-01,6,376500,324000
C10,2000-06-01,11,234164,220000
C11,2000-06-01,10,129320,125850
C12,2000-06-01,2,349250,349250
C13,2000-06-01,24,184811,161500
C14,2000-06-01,32,194991,191000
C15,2000-06-01,24,204596,152100
E01,2000-06-01,0,0,0
E02,2000-06-01,5,216300,213000
E03,2000-06-01,29,122847,127500
E04,2000-06-01,25,114520,116500
E05,2000-06-01,39,170946,166000
E06,2000-06-01,3,156067,156200
E07,2000-06-01,36,147024,148000
E08,2000-06-01,35,134134,123000
E09,2000-06-01,30,154301,160444
E10,2000-06-01,3,132333,130000
E11,2000-06-01,18,107364,111000
W01,2000-06-01,8,187238,178250
W02,2000-06-01,4,229625,230500
W03,2000-06-01,9,157056,166000
W04,2000-06-01,20,130245,127500
W05,2000-06-01,34,102047,106000
W06,2000-06-01,27,260959,240000
W07,2000-06-01,2,160500,160500
W08,2000-06-01,24,175825,165750
W09,2000-06-01,21,131557,94500
W10,2000-06-01,39,125205,124750
