Area,Date,Sales,Avg_Price,Med_Price
C01,2007-01-01,164,301379,262250
C02,2007-01-01,24,691404,470000
C03,2007-01-01,10,615720,513450
C04,2007-01-01,17,214676,166000
C06,2007-01-01,10,239580,236000
C07,2007-01-01,40,233296,230000
C08,2007-01-01,69,287906,265000
C09,2007-01-01,9,434878,390000
C10,2007-01-01,16,350313,346500
C11,2007-01-01,6,219067,199250
C12,2007-01-01,6,471333,343500
C13,2007-01-01,13,246461,225000
C14,2007-01-01,95,244360,236000
C15,2007-01-01,26,277894,186000
E01,2007-01-01,1,286000,286000
E02,2007-01-01,9,383833,319900
E03,2007-01-01,12,138292,125500
E04,2007-01-01,21,159590,162000
E05,2007-01-01,21,180510,179000
E06,2007-01-01,3,202300,203000
E07,2007-01-01,19,176689,180000
E08,2007-01-01,23,157774,157500
E09,2007-01-01,47,192938,197000
E10,2007-01-01,3,139500,140000
E11,2007-01-01,10,122640,117500
W01,2007-01-01,12,220167,208500
W02,2007-01-01,1,327000,327000
W03,2007-01-01,9,175500,160000
W04,2007-01-01,6,160917,162250
W05,2007-01-01,17,131074,140000
W06,2007-01-01,34,271774,232500
W07,2007-01-01,8,233413,232000
W08,2007-01-01,29,237379,219000
W09,2007-01-01,11,163527,154000
W10,2007-01-01,23,135100,133000
