Area,Date,Sales,Avg_Price,Med_Price
C01,2010-05-01,353,391863,355000
C02,2010-05-01,36,703404,555000
C03,2010-05-01,11,551273,480000
C04,2010-05-01,33,365452,335000
C06,2010-05-01,10,272550,260000
C07,2010-05-01,62,315750,302500
C08,2010-05-01,164,373114,350000
C09,2010-05-01,16,556198,439750
C10,2010-05-01,46,476158,397950
C11,2010-05-01,20,181302,149500
C12,2010-05-01,10,613950,518000
C13,2010-05-01,45,304502,274000
C14,2010-05-01,119,368391,338000
C15,2010-05-01,42,369378,306750
E01,2010-05-01,9,341711,325000
E02,2010-05-01,15,368029,355000
E03,2010-05-01,25,255140,207500
E04,2010-05-01,21,163085,122500
E05,2010-05-01,32,252441,250000
E06,2010-05-01,7,330143,329000
E07,2010-05-01,37,199454,198000
E08,2010-05-01,26,182154,163000
E09,2010-05-01,63,228204,235000
E10,2010-05-01,4,164750,169500
E11,2010-05-01,13,173923,162000
W01,2010-05-01,28,345189,338750
W02,2010-05-01,18,347272,361000
W03,2010-05-01,8,230250,232250
W04,2010-05-01,20,154375,167000
W05,2010-05-01,21,145581,147000
W06,2010-05-01,79,340897,297500
W07,2010-05-01,30,321302,298000
W08,2010-05-01,58,270590,243500
W09,2010-05-01,16,196319,186750
W10,2010-05-01,38,167212,168000
