Area,Date,Sales,Avg_Price,Med_Price
C01,2019-02-01,252,701829,640500
C02,2019-02-01,39,1225206,980000
C03,2019-02-01,10,839700,742500
C04,2019-02-01,13,897308,849000
C06,2019-02-01,14,479993,470000
C07,2019-02-01,34,616321,602500
C08,2019-02-01,117,712384,635000
C09,2019-02-01,7,753611,750000
C10,2019-02-01,25,625532,605000
C11,2019-02-01,16,453069,383000
C12,2019-02-01,7,926400,915000
C13,2019-02-01,27,509171,500000
C14,2019-02-01,49,602295,543000
C15,2019-02-01,51,503010,470800
E01,2019-02-01,6,689983,714450
E02,2019-02-01,3,679667,660000
E03,2019-02-01,4,383700,366650
E04,2019-02-01,21,403825,400000
E05,2019-02-01,23,409043,390000
E06,2019-02-01,1,469500,469500
E07,2019-02-01,23,398313,387000
E08,2019-02-01,11,411564,362500
E09,2019-02-01,31,454815,445000
E10,2019-02-01,4,288450,285000
E11,2019-02-01,23,359183,360000
W01,2019-02-01,12,592525,569950
W02,2019-02-01,13,623385,540000
W03,2019-02-01,8,499788,561150
W04,2019-02-01,23,433665,442500
W05,2019-02-01,25,360886,343000
W06,2019-02-01,64,598253,523500
W07,2019-02-01,2,613000,613000
W08,2019-02-01,69,535041,507000
W09,2019-02-01,13,404954,339000
W10,2019-02-01,24,384058,389500
