Area,Date,Sales,Avg_Price,Med_Price
C01,2006-02-01,209,300185,250000
C02,2006-02-01,28,518425,388000
C03,2006-02-01,4,710750,720000
C04,2006-02-01,22,240814,259000
C06,2006-02-01,3,254333,267000
C07,2006-02-01,40,239265,232250
C08,2006-02-01,86,280513,241600
C09,2006-02-01,26,387603,334500
C10,2006-02-01,20,269035,260000
C11,2006-02-01,17,172912,180000
C12,2006-02-01,7,351679,339000
C13,2006-02-01,26,256938,229000
C14,2006-02-01,125,263246,244000
C15,2006-02-01,23,257491,208000
E01,2006-02-01,4,337000,326500
E02,2006-02-01,5,339600,325000
E03,2006-02-01,21,160286,151000
E04,2006-02-01,16,154413,155850
E05,2006-02-01,30,184593,180000
E06,2006-02-01,0,0,0
E07,2006-02-01,25,172296,169600
E08,2006-02-01,17,191953,165000
E09,2006-02-01,49,189738,188000
E10,2006-02-01,0,0,0
E11,2006-02-01,14,140143,145500
W01,2006-02-01,10,263140,229500
W02,2006-02-01,3,212000,189000
W03,2006-02-01,10,203349,207500
W04,2006-02-01,25,173662,170000
W05,2006-02-01,18,135467,137500
W06,2006-02-01,36,348786,260000
W07,2006-02-01,12,239725,226000
W08,2006-02-01,31,234806,219999
W09,2006-02-01,22,178864,171000
W10,2006-02-01,26,150440,148500
