Area,Date,Sales,Avg_Price,Med_Price
C01,2002-11-01,110,265589,223000
C02,2002-11-01,18,393508,323750
C03,2002-11-01,2,306590,306590
C04,2002-11-01,15,285217,268000
C06,2002-11-01,1,218000,218000
C07,2002-11-01,29,242890,221000
C08,2002-11-01,83,252299,234000
C09,2002-11-01,18,333417,312500
C10,2002-11-01,20,284125,281000
C11,2002-11-01,22,147882,143500
C12,2002-11-01,4,714500,640000
C13,2002-11-01,24,217575,182250
C14,2002-11-01,61,245070,232000
C15,2002-11-01,30,208517,187000
E01,2002-11-01,3,252333,321000
E02,2002-11-01,3,264333,290000
E03,2002-11-01,33,156686,153500
E04,2002-11-01,25,145452,150500
E05,2002-11-01,36,181684,171450
E06,2002-11-01,3,185000,197000
E07,2002-11-01,41,169078,171500
E08,2002-11-01,26,157894,148000
E09,2002-11-01,43,168161,173000
E10,2002-11-01,0,0,0
E11,2002-11-01,19,135768,143000
W01,2002-11-01,8,211438,188750
W02,2002-11-01,2,249900,249900
W03,2002-11-01,4,174000,178500
W04,2002-11-01,25,142646,148000
W05,2002-11-01,21,115700,114000
W06,2002-11-01,28,281212,266500
W07,2002-11-01,5,212080,198000
W08,2002-11-01,30,234517,178000
W09,2002-11-01,22,151459,116500
W10,2002-11-01,31,135031,140000
