Area,Date,Sales,Avg_Price,Med_Price
C01,2012-09-01,229,418428,369000
C02,2012-09-01,30,891607,601500
C03,2012-09-01,6,398833,392500
C04,2012-09-01,11,588082,439000
C06,2012-09-01,11,369862,346500
C07,2012-09-01,40,344223,322500
C08,2012-09-01,98,425260,361250
C09,2012-09-01,7,594357,460000
C10,2012-09-01,26,438181,412000
C11,2012-09-01,9,242611,224000
C12,2012-09-01,5,983980,402000
C13,2012-09-01,20,322250,282500
C14,2012-09-01,76,396163,347000
C15,2012-09-01,33,335936,320000
E01,2012-09-01,15,433847,431500
E02,2012-09-01,2,496000,496000
E03,2012-09-01,6,141683,136000
E04,2012-09-01,21,172095,162500
E05,2012-09-01,28,262295,230500
E06,2012-09-01,2,432500,432500
E07,2012-09-01,31,214223,223000
E08,2012-09-01,10,165150,157500
E09,2012-09-01,34,243650,249250
E10,2012-09-01,1,214900,214900
E11,2012-09-01,12,179625,164250
W01,2012-09-01,20,400072,359950
W02,2012-09-01,6,430750,451500
W03,2012-09-01,2,197500,197500
W04,2012-09-01,15,181773,180000
W05,2012-09-01,17,169735,140000
W06,2012-09-01,39,390785,323000
W07,2012-09-01,5,488600,445000
W08,2012-09-01,35,327054,295000
W09,2012-09-01,9,254222,228000
W10,2012-09-01,23,180083,174000
