Area,Date,Sales,Avg_Price,Med_Price
C01,2021-03-01,704,778753,699950
C02,2021-03-01,60,1089962,893750
C03,2021-03-01,27,855359,792500
C04,2021-03-01,22,802264,669000
C06,2021-03-01,25,607287,599900
C07,2021-03-01,91,688942,657770
C08,2021-03-01,336,732695,680000
C09,2021-03-01,17,1363095,1120000
C10,2021-03-01,84,746575,720500
C11,2021-03-01,30,569557,560000
C12,2021-03-01,6,891633,884900
C13,2021-03-01,48,593553,557500
C14,2021-03-01,150,693526,659950
C15,2021-03-01,153,648625,600000
E01,2021-03-01,32,796970,743000
E02,2021-03-01,11,1135955,950000
E03,2021-03-01,24,502467,462500
E04,2021-03-01,36,548625,565000
E05,2021-03-01,37,579810,562000
E06,2021-03-01,10,674080,723500
E07,2021-03-01,67,543879,534000
E08,2021-03-01,25,482248,485000
E09,2021-03-01,63,535928,532000
E10,2021-03-01,2,370000,370000
E11,2021-03-01,33,472736,460000
W01,2021-03-01,37,753271,715000
W02,2021-03-01,28,728823,677500
W03,2021-03-01,10,586300,611000
W04,2021-03-01,55,508598,505000
W05,2021-03-01,33,490551,480000
W06,2021-03-01,147,754654,714000
W07,2021-03-01,8,772350,750350
W08,2021-03-01,125,644865,595000
W09,2021-03-01,25,517478,461000
W10,2021-03-01,53,494202,513000
