Area,Date,Sales,Avg_Price,Med_Price
C01,2009-01-01,82,320532,298750
C02,2009-01-01,8,379388,375000
C03,2009-01-01,3,671833,778000
C04,2009-01-01,8,252063,184500
C06,2009-01-01,2,238000,238000
C07,2009-01-01,20,288320,283000
C08,2009-01-01,49,311783,287000
C09,2009-01-01,4,547875,466250
C10,2009-01-01,19,377249,355000
C11,2009-01-01,7,166214,150000
C12,2009-01-01,1,312000,312000
C13,2009-01-01,7,223286,182000
C14,2009-01-01,36,270171,262000
C15,2009-01-01,14,296593,268000
E01,2009-01-01,4,378725,400000
E02,2009-01-01,3,327667,310000
E03,2009-01-01,17,165206,145000
E04,2009-01-01,9,150944,155000
E05,2009-01-01,16,196269,173150
E06,2009-01-01,2,281500,281500
E07,2009-01-01,17,170764,176800
E08,2009-01-01,14,136107,135500
E09,2009-01-01,27,197500,195000
E10,2009-01-01,1,125000,125000
E11,2009-01-01,8,130750,135500
W01,2009-01-01,8,260813,247500
W02,2009-01-01,3,261097,259000
W03,2009-01-01,4,188375,173250
W04,2009-01-01,9,143556,140000
W05,2009-01-01,8,155250,148500
W06,2009-01-01,20,321076,270000
W07,2009-01-01,7,231529,239000
W08,2009-01-01,10,219265,200750
W09,2009-01-01,15,119008,80000
W10,2009-01-01,17,140901,140513
