Area,Date,Sales,Avg_Price,Med_Price
C01,2013-12-01,190,437073,380000
C02,2013-12-01,19,1050851,538000
C03,2013-12-01,4,1090125,647500
C04,2013-12-01,9,516889,405000
C06,2013-12-01,4,327250,335500
C07,2013-12-01,45,343119,326000
C08,2013-12-01,79,395370,372000
C09,2013-12-01,2,616000,616000
C10,2013-12-01,18,421231,400045
C11,2013-12-01,10,250685,230000
C12,2013-12-01,2,506000,506000
C13,2013-12-01,12,313208,277250
C14,2013-12-01,62,395158,356500
C15,2013-12-01,39,326094,320000
E01,2013-12-01,14,481489,468750
E02,2013-12-01,6,384300,388650
E03,2013-12-01,5,137400,137500
E04,2013-12-01,13,197962,200000
E05,2013-12-01,20,256788,235250
E06,2013-12-01,1,275000,275000
E07,2013-12-01,24,223008,231400
E08,2013-12-01,16,163609,145000
E09,2013-12-01,28,244443,252000
E10,2013-12-01,6,138292,131500
E11,2013-12-01,4,195000,185000
W01,2013-12-01,11,287091,281000
W02,2013-12-01,8,367363,316000
W03,2013-12-01,6,310000,315000
W04,2013-12-01,13,209915,184000
W05,2013-12-01,17,216909,206000
W06,2013-12-01,35,364985,324000
W07,2013-12-01,1,652000,652000
W08,2013-12-01,40,305130,270350
W09,2013-12-01,15,167495,125000
W10,2013-12-01,21,169471,175000
