Area,Date,Sales,Avg_Price,Med_Price
C01,2004-05-01,231,271839,229000
C02,2004-05-01,39,593454,425000
C03,2004-05-01,17,378185,400000
C04,2004-05-01,27,311981,275000
C06,2004-05-01,3,212600,220000
C07,2004-05-01,55,209769,210000
C08,2004-05-01,95,224927,213000
C09,2004-05-01,22,444545,305000
C10,2004-05-01,21,278652,270000
C11,2004-05-01,17,153618,145000
C12,2004-05-01,9,362889,338000
C13,2004-05-01,25,232888,200000
C14,2004-05-01,110,245533,230000
C15,2004-05-01,38,231445,194450
E01,2004-05-01,1,451107,451107
E02,2004-05-01,5,223980,209000
E03,2004-05-01,30,159423,141950
E04,2004-05-01,32,152753,159000
E05,2004-05-01,41,194928,176000
E06,2004-05-01,3,260667,285000
E07,2004-05-01,46,172733,170000
E08,2004-05-01,33,157926,158000
E09,2004-05-01,46,170565,173500
E10,2004-05-01,1,164000,164000
E11,2004-05-01,20,143000,147000
W01,2004-05-01,14,211136,219000
W02,2004-05-01,1,240500,240500
W03,2004-05-01,7,184564,182000
W04,2004-05-01,15,135933,141500
W05,2004-05-01,28,135473,142500
W06,2004-05-01,42,335031,301500
W07,2004-05-01,10,189490,185000
W08,2004-05-01,45,229693,177000
W09,2004-05-01,26,154154,127000
W10,2004-05-01,38,147592,148250
