Area,Date,Sales,Avg_Price,Med_Price
C01,2021-04-01,604,802280,705450
C02,2021-04-01,64,1159645,890000
C03,2021-04-01,17,971029,872000
C04,2021-04-01,21,837730,672500
C06,2021-04-01,26,626476,627500
C07,2021-04-01,59,705306,660000
C08,2021-04-01,296,743901,680400
C09,2021-04-01,20,1564057,779617
C10,2021-04-01,78,757127,677500
C11,2021-04-01,32,605963,576500
C12,2021-04-01,7,1388071,935000
C13,2021-04-01,38,657565,600000
C14,2021-04-01,114,696269,650000
C15,2021-04-01,132,633802,597450
E01,2021-04-01,35,782650,735000
E02,2021-04-01,12,905927,968000
E03,2021-04-01,15,501849,470000
E04,2021-04-01,40,515255,525000
E05,2021-04-01,35,547870,542000
E06,2021-04-01,7,710800,640500
E07,2021-04-01,51,564511,560000
E08,2021-04-01,28,519716,505000
E09,2021-04-01,59,555645,542680
E10,2021-04-01,9,474100,480000
E11,2021-04-01,25,502124,515000
W01,2021-04-01,35,790172,750000
W02,2021-04-01,31,720145,671000
W03,2021-04-01,12,593675,580000
W04,2021-04-01,45,520184,505000
W05,2021-04-01,24,498229,519000
W06,2021-04-01,122,759158,670000
W07,2021-04-01,4,827000,847500
W08,2021-04-01,113,639655,600000
W09,2021-04-01,26,473281,450500
W10,2021-04-01,41,506171,525000
