Area,Date,Sales,Avg_Price,Med_Price
C01,2008-05-01,302,372648,319950
C02,2008-05-01,25,556600,400500
C03,2008-05-01,17,593799,499000
C04,2008-05-01,24,318415,294000
C06,2008-05-01,6,279000,255000
C07,2008-05-01,68,288750,284750
C08,2008-05-01,120,314749,292500
C09,2008-05-01,18,448258,407500
C10,2008-05-01,32,438394,365000
C11,2008-05-01,12,184408,155500
C12,2008-05-01,4,379000,387500
C13,2008-05-01,43,266028,244000
C14,2008-05-01,161,299555,286000
C15,2008-05-01,50,302150,260250
E01,2008-05-01,6,418050,362450
E02,2008-05-01,10,374900,349500
E03,2008-05-01,28,206528,162750
E04,2008-05-01,28,165227,171500
E05,2008-05-01,52,212382,209750
E06,2008-05-01,3,265000,208000
E07,2008-05-01,44,182878,184750
E08,2008-05-01,28,150761,149000
E09,2008-05-01,64,196239,196500
E10,2008-05-01,4,138850,137750
E11,2008-05-01,22,136473,141250
W01,2008-05-01,25,294969,250000
W02,2008-05-01,9,329478,323500
W03,2008-05-01,13,208377,227000
W04,2008-05-01,28,138427,136500
W05,2008-05-01,23,163517,155000
W06,2008-05-01,55,330065,279000
W07,2008-05-01,24,313204,289950
W08,2008-05-01,50,294952,222750
W09,2008-05-01,21,198969,135000
W10,2008-05-01,43,159556,150000
