Area,Date,Sales,Avg_Price,Med_Price
C01,2019-11-01,313,753209,679900
C02,2019-11-01,42,1331575,1000000
C03,2019-11-01,10,721090,680000
C04,2019-11-01,17,758994,631000
C06,2019-11-01,13,541108,540000
C07,2019-11-01,50,614646,550000
C08,2019-11-01,155,759501,675000
C09,2019-11-01,7,723428,720000
C10,2019-11-01,40,663177,637600
C11,2019-11-01,24,477250,447500
C12,2019-11-01,9,943856,899900
C13,2019-11-01,48,570786,536900
C14,2019-11-01,81,614883,580000
C15,2019-11-01,63,552014,522000
E01,2019-11-01,15,732285,700000
E02,2019-11-01,4,883500,664500
E03,2019-11-01,9,515656,440000
E04,2019-11-01,26,429154,423500
E05,2019-11-01,29,479772,451000
E06,2019-11-01,6,757792,775875
E07,2019-11-01,36,459044,457000
E08,2019-11-01,19,436316,400000
E09,2019-11-01,19,465158,468000
E10,2019-11-01,2,327500,327500
E11,2019-11-01,16,368649,366750
W01,2019-11-01,24,638696,607500
W02,2019-11-01,23,702464,662000
W03,2019-11-01,10,538800,552500
W04,2019-11-01,33,449811,444500
W05,2019-11-01,25,405240,430000
W06,2019-11-01,89,696852,629000
W07,2019-11-01,5,609700,620000
W08,2019-11-01,69,576310,530000
W09,2019-11-01,17,475512,435000
W10,2019-11-01,20,406429,410450
