Area,Date,Sales,Avg_Price,Med_Price
C01,2021-01-01,468,681070,630000
C02,2021-01-01,37,756051,680000
C03,2021-01-01,9,711556,675000
C04,2021-01-01,16,658213,606750
C06,2021-01-01,17,536506,545000
C07,2021-01-01,63,636185,625000
C08,2021-01-01,221,659305,620000
C09,2021-01-01,12,1072417,999000
C10,2021-01-01,60,674868,633500
C11,2021-01-01,26,502196,483300
C12,2021-01-01,1,1530000,1530000
C13,2021-01-01,21,582852,555000
C14,2021-01-01,97,639629,613500
C15,2021-01-01,97,579462,550000
E01,2021-01-01,7,717471,680000
E02,2021-01-01,11,640682,626500
E03,2021-01-01,13,450373,440000
E04,2021-01-01,28,483089,460000
E05,2021-01-01,20,510780,499300
E06,2021-01-01,8,696738,662500
E07,2021-01-01,38,503708,507000
E08,2021-01-01,18,440460,427500
E09,2021-01-01,59,502674,485000
E10,2021-01-01,4,273500,274500
E11,2021-01-01,14,436629,412500
W01,2021-01-01,18,719556,676500
W02,2021-01-01,19,685432,577000
W03,2021-01-01,7,542500,545000
W04,2021-01-01,26,483838,479000
W05,2021-01-01,27,409778,420000
W06,2021-01-01,97,673408,600000
W07,2021-01-01,4,690000,625000
W08,2021-01-01,90,570915,532000
W09,2021-01-01,22,436082,412200
W10,2021-01-01,28,483427,494000
