Area,Date,Sales,Avg_Price,Med_Price
C01,2018-12-01,207,730564,638000
C02,2018-12-01,21,1318999,780000
C03,2018-12-01,5,1236584,750000
C04,2018-12-01,11,665482,590000
C06,2018-12-01,12,539042,517500
C07,2018-12-01,35,609597,587500
C08,2018-12-01,66,606765,589750
C09,2018-12-01,4,1033750,724000
C10,2018-12-01,14,740250,602500
C11,2018-12-01,17,458200,405000
C12,2018-12-01,2,730000,730000
C13,2018-12-01,8,566500,492500
C14,2018-12-01,40,606957,595500
C15,2018-12-01,39,559931,503000
E01,2018-12-01,8,647175,660450
E02,2018-12-01,1,950000,950000
E03,2018-12-01,13,480708,350000
E04,2018-12-01,26,367685,364500
E05,2018-12-01,20,428148,407500
E06,2018-12-01,9,636100,645000
E07,2018-12-01,25,376876,386000
E08,2018-12-01,12,398437,387500
E09,2018-12-01,26,421281,400000
E10,2018-12-01,4,313850,310500
E11,2018-12-01,11,337773,335000
W01,2018-12-01,13,647631,570000
W02,2018-12-01,11,655000,588000
W03,2018-12-01,5,432800,434500
W04,2018-12-01,22,401919,389950
W05,2018-12-01,19,306798,345000
W06,2018-12-01,47,566972,515000
W07,2018-12-01,1,1700000,1700000
W08,2018-12-01,54,503289,479250
W09,2018-12-01,12,440958,470500
W10,2018-12-01,28,347579,369500
