Area,Date,Sales,Avg_Price,Med_Price
C01,2009-09-01,326,380308,340000
C02,2009-09-01,31,752806,500000
C03,2009-09-01,6,445750,352500
C04,2009-09-01,14,286000,294500
C06,2009-09-01,10,287100,257000
C07,2009-09-01,80,310876,289500
C08,2009-09-01,129,347651,322500
C09,2009-09-01,16,538050,497000
C10,2009-09-01,38,423438,408500
C11,2009-09-01,16,172313,139500
C12,2009-09-01,3,636000,360000
C13,2009-09-01,44,268340,242500
C14,2009-09-01,111,325481,308000
C15,2009-09-01,67,319928,264500
E01,2009-09-01,7,430486,395000
E02,2009-09-01,3,424333,429000
E03,2009-09-01,19,181293,154000
E04,2009-09-01,31,185919,183000
E05,2009-09-01,57,224613,205500
E06,2009-09-01,1,211000,211000
E07,2009-09-01,31,197242,195000
E08,2009-09-01,16,154613,153150
E09,2009-09-01,76,230339,226000
E10,2009-09-01,3,147000,141500
E11,2009-09-01,17,143300,145000
W01,2009-09-01,19,363411,278000
W02,2009-09-01,10,338100,347500
W03,2009-09-01,13,199769,203000
W04,2009-09-01,11,154318,160000
W05,2009-09-01,20,137300,135000
W06,2009-09-01,69,328654,310000
W07,2009-09-01,24,283146,270000
W08,2009-09-01,44,262057,236500
W09,2009-09-01,25,170948,130000
W10,2009-09-01,36,166964,155750
