Area,Date,Sales,Avg_Price,Med_Price
C01,2017-10-01,396,632815,552250
C02,2017-10-01,41,943290,818000
C03,2017-10-01,15,710613,665000
C04,2017-10-01,16,795431,622500
C06,2017-10-01,18,479417,477500
C07,2017-10-01,47,554853,575000
C08,2017-10-01,166,629167,552500
C09,2017-10-01,14,970777,869440
C10,2017-10-01,31,681809,565000
C11,2017-10-01,26,368196,331950
C12,2017-10-01,5,1270900,910000
C13,2017-10-01,34,474735,417500
C14,2017-10-01,84,553288,522500
C15,2017-10-01,78,477639,440400
E01,2017-10-01,22,610213,611325
E02,2017-10-01,13,678639,701000
E03,2017-10-01,12,321167,299500
E04,2017-10-01,19,326336,343500
E05,2017-10-01,20,397330,362000
E06,2017-10-01,2,598500,598500
E07,2017-10-01,31,378561,378100
E08,2017-10-01,14,365929,320000
E09,2017-10-01,42,374479,379250
E10,2017-10-01,3,245667,250500
E11,2017-10-01,22,308482,330501
W01,2017-10-01,33,553345,470000
W02,2017-10-01,22,538682,542250
W03,2017-10-01,3,419333,414000
W04,2017-10-01,34,359688,379000
W05,2017-10-01,25,299072,324000
W06,2017-10-01,82,531287,485000
W07,2017-10-01,0,0,0
W08,2017-10-01,60,464492,414500
W09,2017-10-01,15,356033,280000
W10,2017-10-01,40,311053,310000
