Area,Date,Sales,Avg_Price,Med_Price
C01,2016-10-01,500,513764,448944
C02,2016-10-01,44,1083786,752500
C03,2016-10-01,16,779281,499500
C04,2016-10-01,21,635863,439000
C06,2016-10-01,18,397633,378750
C07,2016-10-01,98,448500,430900
C08,2016-10-01,190,504238,443900
C09,2016-10-01,13,1109953,711093
C10,2016-10-01,34,505619,472500
C11,2016-10-01,29,346724,337500
C12,2016-10-01,9,751889,620000
C13,2016-10-01,40,355140,320000
C14,2016-10-01,160,426546,389400
C15,2016-10-01,111,399586,357000
E01,2016-10-01,16,531456,513250
E02,2016-10-01,9,524844,470600
E03,2016-10-01,6,423083,452500
E04,2016-10-01,31,290521,298000
E05,2016-10-01,28,395096,374000
E06,2016-10-01,3,494500,472500
E07,2016-10-01,44,296239,291500
E08,2016-10-01,11,229400,225500
E09,2016-10-01,71,313799,298000
E10,2016-10-01,3,169000,195000
E11,2016-10-01,18,247272,252500
W01,2016-10-01,40,419392,355500
W02,2016-10-01,12,547249,538500
W03,2016-10-01,13,356615,360000
W04,2016-10-01,20,304465,309500
W05,2016-10-01,31,292319,300000
W06,2016-10-01,97,442626,385000
W07,2016-10-01,2,734950,734950
W08,2016-10-01,92,371835,341000
W09,2016-10-01,23,244130,199900
W10,2016-10-01,42,241789,263500
