Area,Date,Sales,Avg_Price,Med_Price
C01,2019-03-01,322,701758,619950
C02,2019-03-01,28,1126554,860000
C03,2019-03-01,10,811850,846500
C04,2019-03-01,20,719566,615759
C06,2019-03-01,9,457667,430000
C07,2019-03-01,48,601179,563500
C08,2019-03-01,152,671033,616500
C09,2019-03-01,4,916250,917500
C10,2019-03-01,33,673852,647000
C11,2019-03-01,14,454599,407500
C12,2019-03-01,7,1095286,910000
C13,2019-03-01,31,563775,495800
C14,2019-03-01,76,561613,535900
C15,2019-03-01,74,572175,510000
E01,2019-03-01,16,724681,632500
E02,2019-03-01,8,617694,594500
E03,2019-03-01,14,377271,355500
E04,2019-03-01,24,425349,425000
E05,2019-03-01,29,435759,412000
E06,2019-03-01,7,601786,545000
E07,2019-03-01,36,408397,420000
E08,2019-03-01,12,358208,357500
E09,2019-03-01,28,427739,431250
E10,2019-03-01,6,346500,307500
E11,2019-03-01,19,352911,361000
W01,2019-03-01,31,613759,575000
W02,2019-03-01,23,622121,510000
W03,2019-03-01,6,563500,546500
W04,2019-03-01,33,437111,415000
W05,2019-03-01,26,396164,393500
W06,2019-03-01,68,612949,548750
W07,2019-03-01,3,1054333,1195000
W08,2019-03-01,89,520046,485000
W09,2019-03-01,16,395188,321500
W10,2019-03-01,27,362904,380000
