Area,Date,Sales,Avg_Price,Med_Price
C01,2012-04-01,363,425604,380000
C02,2012-04-01,34,797703,667450
C03,2012-04-01,5,815450,656750
C04,2012-04-01,23,596087,472000
C06,2012-04-01,14,344491,326750
C07,2012-04-01,68,349076,336750
C08,2012-04-01,142,398672,383000
C09,2012-04-01,15,455047,450000
C10,2012-04-01,36,445719,433900
C11,2012-04-01,24,225438,196000
C12,2012-04-01,3,641000,414000
C13,2012-04-01,50,305308,287500
C14,2012-04-01,101,401562,374900
C15,2012-04-01,94,362829,322000
E01,2012-04-01,15,429790,427000
E02,2012-04-01,11,527845,455000
E03,2012-04-01,11,267618,232900
E04,2012-04-01,38,196813,207250
E05,2012-04-01,44,246094,238000
E06,2012-04-01,6,363767,375800
E07,2012-04-01,51,232074,233000
E08,2012-04-01,20,158460,152500
E09,2012-04-01,67,246463,245000
E10,2012-04-01,2,84250,84250
E11,2012-04-01,25,163728,165000
W01,2012-04-01,21,339745,321000
W02,2012-04-01,11,447309,434000
W03,2012-04-01,4,262375,275250
W04,2012-04-01,25,213344,190000
W05,2012-04-01,31,185711,175000
W06,2012-04-01,61,368316,329000
W07,2012-04-01,2,432550,432550
W08,2012-04-01,66,311417,289000
W09,2012-04-01,22,187245,155000
W10,2012-04-01,29,175927,169000
