Area,Date,Sales,Avg_Price,Med_Price
C01,2016-08-01,598,502071,432950
C02,2016-08-01,37,981241,710000
C03,2016-08-01,12,584167,515000
C04,2016-08-01,13,595069,545000
C06,2016-08-01,15,377499,368000
C07,2016-08-01,89,438316,415000
C08,2016-08-01,177,499860,420000
C09,2016-08-01,9,713222,570000
C10,2016-08-01,26,516899,446750
C11,2016-08-01,24,297170,282000
C12,2016-08-01,14,1015235,661450
C13,2016-08-01,35,349069,320000
C14,2016-08-01,156,427712,415000
C15,2016-08-01,118,407508,354750
E01,2016-08-01,11,558689,469000
E02,2016-08-01,7,539857,510000
E03,2016-08-01,17,236724,225000
E04,2016-08-01,27,243059,235000
E05,2016-08-01,41,349193,329000
E06,2016-08-01,2,327750,327750
E07,2016-08-01,53,298504,298000
E08,2016-08-01,20,273425,240000
E09,2016-08-01,68,307436,287400
E10,2016-08-01,2,178500,178500
E11,2016-08-01,20,223460,236000
W01,2016-08-01,39,439769,385000
W02,2016-08-01,11,452845,374500
W03,2016-08-01,6,368167,321500
W04,2016-08-01,20,313198,296500
W05,2016-08-01,40,255012,252500
W06,2016-08-01,106,452184,405000
W07,2016-08-01,2,477500,477500
W08,2016-08-01,83,424921,345000
W09,2016-08-01,24,319833,320500
W10,2016-08-01,42,222293,242750
