Area,Date,Sales,Avg_Price,Med_Price
C01,2020-02-01,330,840549,738000
C02,2020-02-01,45,1383845,929000
C03,2020-02-01,11,948163,875000
C04,2020-02-01,8,944225,999000
C06,2020-02-01,7,609071,650000
C07,2020-02-01,57,681797,650000
C08,2020-02-01,127,784236,715000
C09,2020-02-01,11,1034547,1106000
C10,2020-02-01,37,796530,749000
C11,2020-02-01,18,564278,512500
C12,2020-02-01,9,1248778,1030000
C13,2020-02-01,21,533419,526000
C14,2020-02-01,70,684642,683000
C15,2020-02-01,94,631049,590000
E01,2020-02-01,12,988067,795000
E02,2020-02-01,10,799099,712000
E03,2020-02-01,8,515475,402000
E04,2020-02-01,19,447326,442000
E05,2020-02-01,21,502286,505000
E06,2020-02-01,10,546860,480000
E07,2020-02-01,35,484957,472000
E08,2020-02-01,13,464054,460000
E09,2020-02-01,31,513635,515000
E10,2020-02-01,4,369250,380000
E11,2020-02-01,26,402865,385000
W01,2020-02-01,28,788215,657500
W02,2020-02-01,11,927434,643000
W03,2020-02-01,3,615000,580000
W04,2020-02-01,28,517993,497450
W05,2020-02-01,24,420954,425450
W06,2020-02-01,77,649147,613000
W07,2020-02-01,1,510100,510100
W08,2020-02-01,84,650121,595500
W09,2020-02-01,13,483453,396000
W10,2020-02-01,32,444852,462500
