Area,Date,Sales,Avg_Price,Med_Price
C01,2003-02-01,123,257496,233000
C02,2003-02-01,16,451588,324000
C03,2003-02-01,10,450290,430000
C04,2003-02-01,18,269333,260750
C06,2003-02-01,2,168500,168500
C07,2003-02-01,21,232048,223000
C08,2003-02-01,80,245314,232950
C09,2003-02-01,11,379500,389000
C10,2003-02-01,21,254229,247000
C11,2003-02-01,16,154781,146750
C12,2003-02-01,3,438333,475000
C13,2003-02-01,16,222400,197000
C14,2003-02-01,71,249040,241500
C15,2003-02-01,25,232262,183000
E01,2003-02-01,3,236933,299900
E02,2003-02-01,5,193700,220000
E03,2003-02-01,33,153276,144000
E04,2003-02-01,14,152750,156250
E05,2003-02-01,43,188453,183500
E06,2003-02-01,2,242500,242500
E07,2003-02-01,35,170889,177000
E08,2003-02-01,29,156441,156800
E09,2003-02-01,41,187797,177000
E10,2003-02-01,3,146000,153000
E11,2003-02-01,21,143762,138000
W01,2003-02-01,11,201818,195000
W02,2003-02-01,2,354500,354500
W03,2003-02-01,9,167544,167500
W04,2003-02-01,18,136986,136000
W05,2003-02-01,24,169277,134750
W06,2003-02-01,36,260532,235495
W07,2003-02-01,1,259000,259000
W08,2003-02-01,29,236081,189900
W09,2003-02-01,20,150765,122000
W10,2003-02-01,39,139205,141500
