Area,Date,Sales,Avg_Price,Med_Price
C01,2015-03-01,356,436723,387000
C02,2015-03-01,54,927731,686500
C03,2015-03-01,12,567158,527500
C04,2015-03-01,18,483850,437450
C06,2015-03-01,14,313525,304000
C07,2015-03-01,57,380579,362000
C08,2015-03-01,153,451020,406000
C09,2015-03-01,8,765938,695000
C10,2015-03-01,26,490485,444050
C11,2015-03-01,28,254414,231500
C12,2015-03-01,7,602786,502500
C13,2015-03-01,33,309979,269000
C14,2015-03-01,113,416452,381000
C15,2015-03-01,77,351588,321000
E01,2015-03-01,15,516620,440000
E02,2015-03-01,9,518100,476999
E03,2015-03-01,18,307268,203414
E04,2015-03-01,32,210588,201500
E05,2015-03-01,26,294697,283500
E06,2015-03-01,3,396083,420000
E07,2015-03-01,38,262034,265500
E08,2015-03-01,20,211684,167000
E09,2015-03-01,69,273518,280000
E10,2015-03-01,3,215967,220000
E11,2015-03-01,16,201369,194250
W01,2015-03-01,29,430272,398000
W02,2015-03-01,19,375853,339900
W03,2015-03-01,6,348833,341000
W04,2015-03-01,22,205591,197500
W05,2015-03-01,29,202414,185000
W06,2015-03-01,57,392674,350000
W07,2015-03-01,2,625250,625250
W08,2015-03-01,93,365616,305000
W09,2015-03-01,13,242192,262000
W10,2015-03-01,31,186515,205500
