Area,Date,Sales,Avg_Price,Med_Price
C01,2006-11-01,192,300466,260000
C02,2006-11-01,31,569119,379000
C03,2006-11-01,6,430683,409500
C04,2006-11-01,29,307695,258000
C06,2006-11-01,8,210550,196500
C07,2006-11-01,39,258887,230000
C08,2006-11-01,74,266415,253194
C09,2006-11-01,13,407846,409000
C10,2006-11-01,24,287542,273500
C11,2006-11-01,12,182192,150500
C12,2006-11-01,3,427600,439000
C13,2006-11-01,15,260233,235000
C14,2006-11-01,124,251193,241000
C15,2006-11-01,52,238063,214625
E01,2006-11-01,6,345417,355000
E02,2006-11-01,11,303564,235000
E03,2006-11-01,27,177993,166000
E04,2006-11-01,24,154319,148500
E05,2006-11-01,32,213444,202250
E06,2006-11-01,3,263500,225000
E07,2006-11-01,29,170459,170000
E08,2006-11-01,25,164029,153600
E09,2006-11-01,58,186024,175500
E10,2006-11-01,0,0,0
E11,2006-11-01,10,138000,135000
W01,2006-11-01,19,240916,220000
W02,2006-11-01,8,280625,284500
W03,2006-11-01,9,162211,155900
W04,2006-11-01,13,172308,167500
W05,2006-11-01,19,130852,127000
W06,2006-11-01,50,258576,241500
W07,2006-11-01,6,220182,214000
W08,2006-11-01,39,232749,208000
W09,2006-11-01,15,215067,205000
W10,2006-11-01,34,158806,147250
