Area,Date,Sales,Avg_Price,Med_Price
C01,2005-12-01,131,311917,247000
C02,2005-12-01,20,454180,358500
C03,2005-12-01,3,367333,375000
C04,2005-12-01,16,341469,196500
C06,2005-12-01,9,238144,228000
C07,2005-12-01,20,240720,219000
C08,2005-12-01,84,269382,250500
C09,2005-12-01,13,378769,343000
C10,2005-12-01,9,295867,272600
C11,2005-12-01,5,170100,200000
C12,2005-12-01,2,342000,342000
C13,2005-12-01,12,232708,198000
C14,2005-12-01,88,246200,229750
C15,2005-12-01,35,183717,181700
E01,2005-12-01,4,317750,310500
E02,2005-12-01,5,370000,362000
E03,2005-12-01,10,155000,148000
E04,2005-12-01,23,162957,155000
E05,2005-12-01,31,195494,188000
E06,2005-12-01,2,199500,199500
E07,2005-12-01,19,172674,170000
E08,2005-12-01,14,149000,155000
E09,2005-12-01,47,187528,182000
E10,2005-12-01,3,129500,112000
E11,2005-12-01,13,158962,149500
W01,2005-12-01,4,226250,215000
W02,2005-12-01,2,341500,341500
W03,2005-12-01,6,177000,158500
W04,2005-12-01,10,165300,150750
W05,2005-12-01,8,140813,143750
W06,2005-12-01,20,279950,235500
W07,2005-12-01,4,277100,247500
W08,2005-12-01,26,210031,181000
W09,2005-12-01,14,159736,108750
W10,2005-12-01,31,141784,141500
