Area,Date,Sales,Avg_Price,Med_Price
C01,2016-12-01,316,537070,485000
C02,2016-12-01,33,1036247,641000
C03,2016-12-01,9,709309,545000
C04,2016-12-01,8,788938,415000
C06,2016-12-01,13,383692,393000
C07,2016-12-01,54,505361,462500
C08,2016-12-01,98,488938,458000
C09,2016-12-01,11,810227,672000
C10,2016-12-01,24,565939,545609
C11,2016-12-01,18,342311,287500
C12,2016-12-01,4,761750,709000
C13,2016-12-01,27,360637,344000
C14,2016-12-01,96,478177,445940
C15,2016-12-01,89,412919,358000
E01,2016-12-01,6,644433,617500
E02,2016-12-01,3,531773,395000
E03,2016-12-01,11,357027,310000
E04,2016-12-01,24,260054,278250
E05,2016-12-01,24,316213,303250
E06,2016-12-01,3,362000,305000
E07,2016-12-01,36,316150,315000
E08,2016-12-01,13,315131,291000
E09,2016-12-01,23,300996,312000
E10,2016-12-01,4,216875,226750
E11,2016-12-01,15,240393,248000
W01,2016-12-01,20,511103,468000
W02,2016-12-01,7,514286,518000
W03,2016-12-01,4,361500,365500
W04,2016-12-01,34,319574,315000
W05,2016-12-01,23,288387,319000
W06,2016-12-01,80,437346,410000
W07,2016-12-01,2,407000,407000
W08,2016-12-01,60,404238,360000
W09,2016-12-01,11,297473,225000
W10,2016-12-01,35,270606,270000
