Area,Date,Sales,Avg_Price,Med_Price
C01,2009-05-01,325,326860,303888
C02,2009-05-01,32,430010,378750
C03,2009-05-01,7,468414,389900
C04,2009-05-01,29,314545,280000
C06,2009-05-01,10,255950,245000
C07,2009-05-01,91,282270,271000
C08,2009-05-01,134,298041,280000
C09,2009-05-01,22,479500,473750
C10,2009-05-01,70,397732,331450
C11,2009-05-01,23,197535,180000
C12,2009-05-01,7,395071,359000
C13,2009-05-01,33,254220,252000
C14,2009-05-01,136,281869,275000
C15,2009-05-01,51,277078,261900
E01,2009-05-01,12,396125,409500
E02,2009-05-01,9,344311,327000
E03,2009-05-01,28,165889,152500
E04,2009-05-01,34,163695,165908
E05,2009-05-01,38,214959,223250
E06,2009-05-01,6,313733,322250
E07,2009-05-01,48,184268,185000
E08,2009-05-01,27,185500,139500
E09,2009-05-01,53,210277,207000
E10,2009-05-01,1,140000,140000
E11,2009-05-01,18,129717,142500
W01,2009-05-01,33,285052,265000
W02,2009-05-01,13,341054,377000
W03,2009-05-01,17,195735,196000
W04,2009-05-01,14,153357,152000
W05,2009-05-01,21,144857,145000
W06,2009-05-01,65,306835,293000
W07,2009-05-01,29,279600,274000
W08,2009-05-01,39,246367,213000
W09,2009-05-01,18,151361,121750
W10,2009-05-01,36,153906,146500
