Area,Date,Sales,Avg_Price,Med_Price
C01,2001-01-01,63,274706,200000
C02,2001-01-01,8,339563,249000
C03,2001-01-01,1,435718,435718
C04,2001-01-01,9,248444,196000
C06,2001-01-01,1,168000,168000
C07,2001-01-01,17,201600,196000
C08,2001-01-01,49,217583,194000
C09,2001-01-01,3,389000,400000
C10,2001-01-01,9,243633,215000
C11,2001-01-01,12,128800,117350
C12,2001-01-01,0,0,0
C13,2001-01-01,11,172909,160000
C14,2001-01-01,39,218062,212000
C15,2001-01-01,21,198100,153900
E01,2001-01-01,2,144950,144950
E02,2001-01-01,5,214180,229000
E03,2001-01-01,23,134693,127000
E04,2001-01-01,23,124935,123000
E05,2001-01-01,27,172778,169000
E06,2001-01-01,0,0,0
E07,2001-01-01,16,159788,157750
E08,2001-01-01,18,142147,131500
E09,2001-01-01,28,155529,155950
E10,2001-01-01,3,119300,124000
E11,2001-01-01,24,115948,117450
W01,2001-01-01,4,188875,188250
W02,2001-01-01,0,0,0
W03,2001-01-01,4,126625,116500
W04,2001-01-01,17,111253,116500
W05,2001-01-01,17,107088,117000
W06,2001-01-01,15,224660,190000
W07,2001-01-01,1,179500,179500
W08,2001-01-01,18,218839,150000
W09,2001-01-01,15,108467,93000
W10,2001-01-01,25,118380,120000
