Area,Date,Sales,Avg_Price,Med_Price
C01,2019-01-01,183,664279,598888
C02,2019-01-01,21,1250862,1100000
C03,2019-01-01,4,943750,737500
C04,2019-01-01,8,587800,587500
C06,2019-01-01,8,542413,545450
C07,2019-01-01,35,603808,543890
C08,2019-01-01,74,682802,596000
C09,2019-01-01,6,1905983,1625000
C10,2019-01-01,26,712115,680000
C11,2019-01-01,21,442985,416888
C12,2019-01-01,5,969900,825000
C13,2019-01-01,12,541717,477500
C14,2019-01-01,45,601062,519000
C15,2019-01-01,46,542833,494500
E01,2019-01-01,4,792250,782000
E02,2019-01-01,6,676167,598500
E03,2019-01-01,3,320667,325000
E04,2019-01-01,22,378250,368500
E05,2019-01-01,17,429735,435000
E06,2019-01-01,5,600200,601000
E07,2019-01-01,26,396835,385000
E08,2019-01-01,9,379278,351000
E09,2019-01-01,32,413809,399444
E10,2019-01-01,1,225000,225000
E11,2019-01-01,8,366038,330500
W01,2019-01-01,11,565364,525000
W02,2019-01-01,15,625967,545000
W03,2019-01-01,2,576750,576750
W04,2019-01-01,19,381515,386000
W05,2019-01-01,20,364580,374500
W06,2019-01-01,58,571440,530000
W07,2019-01-01,0,0,0
W08,2019-01-01,52,528969,487000
W09,2019-01-01,11,398545,435000
W10,2019-01-01,25,344156,367000
