Area,Date,Sales,Avg_Price,Med_Price
C01,2015-05-01,427,478208,395000
C02,2015-05-01,46,1148116,868000
C03,2015-05-01,15,591360,525000
C04,2015-05-01,14,624286,381750
C06,2015-05-01,15,346533,329000
C07,2015-05-01,75,377076,356000
C08,2015-05-01,156,453771,419950
C09,2015-05-01,18,1119306,750950
C10,2015-05-01,42,556783,493000
C11,2015-05-01,19,271942,268000
C12,2015-05-01,18,847717,558500
C13,2015-05-01,33,388871,339000
C14,2015-05-01,137,406040,393000
C15,2015-05-01,99,372687,347000
E01,2015-05-01,9,485806,405000
E02,2015-05-01,8,556563,565000
E03,2015-05-01,24,235421,200000
E04,2015-05-01,35,215460,225000
E05,2015-05-01,42,306324,287500
E06,2015-05-01,3,554467,585400
E07,2015-05-01,59,259127,264000
E08,2015-05-01,18,199633,192200
E09,2015-05-01,61,265910,258000
E10,2015-05-01,7,181643,187500
E11,2015-05-01,16,186993,167000
W01,2015-05-01,36,387168,342500
W02,2015-05-01,20,425327,455618
W03,2015-05-01,13,320050,323500
W04,2015-05-01,27,235807,236000
W05,2015-05-01,35,230623,190000
W06,2015-05-01,87,389304,355000
W07,2015-05-01,3,706667,825000
W08,2015-05-01,94,360331,306000
W09,2015-05-01,21,221162,243000
W10,2015-05-01,30,185772,208250
