Area,Date,Sales,Avg_Price,Med_Price
C01,2003-03-01,154,255138,230000
C02,2003-03-01,28,386821,338500
C03,2003-03-01,3,877000,1850000
C04,2003-03-01,23,239065,229000
C06,2003-03-01,6,217333,211500
C07,2003-03-01,21,233929,243000
C08,2003-03-01,85,242357,225000
C09,2003-03-01,21,394578,350000
C10,2003-03-01,33,288864,265000
C11,2003-03-01,18,171508,135000
C12,2003-03-01,3,650333,1335000
C13,2003-03-01,28,230936,207500
C14,2003-03-01,72,229181,210750
C15,2003-03-01,28,189116,181000
E01,2003-03-01,1,245000,245000
E02,2003-03-01,3,313300,359900
E03,2003-03-01,31,149561,147000
E04,2003-03-01,22,156145,156000
E05,2003-03-01,47,204345,195000
E06,2003-03-01,3,232667,329000
E07,2003-03-01,34,173810,170250
E08,2003-03-01,28,158827,159500
E09,2003-03-01,45,174453,172000
E10,2003-03-01,2,155000,155000
E11,2003-03-01,41,142796,152500
W01,2003-03-01,9,203833,206000
W02,2003-03-01,3,291333,329000
W03,2003-03-01,14,169250,187500
W04,2003-03-01,24,150692,152800
W05,2003-03-01,34,130741,137750
W06,2003-03-01,28,317679,294500
W07,2003-03-01,3,199500,216500
W08,2003-03-01,36,204178,174000
W09,2003-03-01,19,147474,123000
W10,2003-03-01,49,138970,142500
