Area,Date,Sales,Avg_Price,Med_Price
C01,2003-09-01,146,240173,218600
C02,2003-09-01,33,473706,379000
C03,2003-09-01,4,494250,506000
C04,2003-09-01,13,231385,209000
C06,2003-09-01,1,220000,220000
C07,2003-09-01,34,227424,210745
C08,2003-09-01,69,213425,195000
C09,2003-09-01,14,535764,412500
C10,2003-09-01,20,253250,231000
C11,2003-09-01,13,152231,149000
C12,2003-09-01,6,399800,379900
C13,2003-09-01,21,271919,232000
C14,2003-09-01,90,221750,207000
C15,2003-09-01,48,234988,225500
E01,2003-09-01,3,199470,181000
E02,2003-09-01,10,214340,216250
E03,2003-09-01,24,183204,159500
E04,2003-09-01,32,148636,141500
E05,2003-09-01,38,205765,195000
E06,2003-09-01,2,321000,321000
E07,2003-09-01,44,173973,176500
E08,2003-09-01,30,165602,165000
E09,2003-09-01,36,183079,182000
E10,2003-09-01,2,142500,142500
E11,2003-09-01,21,150486,163000
W01,2003-09-01,6,281150,268500
W02,2003-09-01,0,0,0
W03,2003-09-01,6,170167,164000
W04,2003-09-01,19,141179,140000
W05,2003-09-01,23,126311,138000
W06,2003-09-01,29,255400,224000
W07,2003-09-01,5,180500,175000
W08,2003-09-01,34,222615,191250
W09,2003-09-01,27,160704,140000
W10,2003-09-01,50,144850,146750
