Area,Date,Sales,Avg_Price,Med_Price
C01,2000-10-01,94,233928,210900
C02,2000-10-01,21,317710,233000
C03,2000-10-01,5,370600,390000
C04,2000-10-01,15,289789,216500
C06,2000-10-01,2,199000,199000
C07,2000-10-01,29,210034,207000
C08,2000-10-01,83,194438,176000
C09,2000-10-01,5,413000,340000
C10,2000-10-01,7,266214,235500
C11,2000-10-01,19,120626,110000
C12,2000-10-01,4,241900,236900
C13,2000-10-01,21,197024,180000
C14,2000-10-01,32,207361,203000
C15,2000-10-01,29,246328,174000
E01,2000-10-01,1,112500,112500
E02,2000-10-01,2,170000,170000
E03,2000-10-01,36,149314,130200
E04,2000-10-01,25,122016,123000
E05,2000-10-01,37,171670,160000
E06,2000-10-01,3,171333,164000
E07,2000-10-01,28,150698,152500
E08,2000-10-01,36,128590,125250
E09,2000-10-01,25,150312,150500
E10,2000-10-01,2,124450,124450
E11,2000-10-01,27,117407,122000
W01,2000-10-01,9,199497,180100
W02,2000-10-01,4,229125,237500
W03,2000-10-01,10,146640,153000
W04,2000-10-01,25,116774,125000
W05,2000-10-01,28,104400,101500
W06,2000-10-01,17,221447,198000
W07,2000-10-01,4,141500,132000
W08,2000-10-01,28,190243,150000
W09,2000-10-01,18,122336,85250
W10,2000-10-01,48,125463,125500
