Area,Date,Sales,Avg_Price,Med_Price
C01,2020-03-01,343,857421,739000
C02,2020-03-01,31,1044627,800000
C03,2020-03-01,7,773929,692500
C04,2020-03-01,9,653017,637750
C06,2020-03-01,17,599405,558000
C07,2020-03-01,44,674732,652500
C08,2020-03-01,173,795543,693000
C09,2020-03-01,10,1035931,895000
C10,2020-03-01,39,740415,730000
C11,2020-03-01,23,568435,535000
C12,2020-03-01,6,1091638,902164
C13,2020-03-01,33,711303,625000
C14,2020-03-01,74,718633,663000
C15,2020-03-01,92,655679,615000
E01,2020-03-01,12,799479,743000
E02,2020-03-01,9,781679,690500
E03,2020-03-01,9,518556,457000
E04,2020-03-01,22,457955,471000
E05,2020-03-01,19,515026,490000
E06,2020-03-01,4,625250,645000
E07,2020-03-01,35,507022,515000
E08,2020-03-01,15,474233,450000
E09,2020-03-01,26,535592,517500
E10,2020-03-01,4,397500,391500
E11,2020-03-01,15,416213,406500
W01,2020-03-01,32,680763,699953
W02,2020-03-01,20,707792,655550
W03,2020-03-01,8,676863,701500
W04,2020-03-01,37,494059,505000
W05,2020-03-01,29,460310,490000
W06,2020-03-01,89,670921,610000
W07,2020-03-01,4,881750,861000
W08,2020-03-01,69,580761,565000
W09,2020-03-01,15,584133,597000
W10,2020-03-01,28,457946,469950
