Area,Date,Sales,Avg_Price,Med_Price
C01,2003-10-01,142,248996,217900
C02,2003-10-01,30,374773,265000
C03,2003-10-01,4,346250,355000
C04,2003-10-01,12,315533,234950
C06,2003-10-01,6,223667,219500
C07,2003-10-01,24,250988,236000
C08,2003-10-01,86,233928,217750
C09,2003-10-01,17,329382,280000
C10,2003-10-01,28,265761,249500
C11,2003-10-01,17,162006,146000
C12,2003-10-01,12,422017,309250
C13,2003-10-01,19,200863,180000
C14,2003-10-01,80,232370,228000
C15,2003-10-01,36,233167,204000
E01,2003-10-01,1,148000,148000
E02,2003-10-01,7,321129,320000
E03,2003-10-01,35,152974,145000
E04,2003-10-01,30,148585,147750
E05,2003-10-01,32,191470,184500
E06,2003-10-01,1,156000,156000
E07,2003-10-01,44,176957,176750
E08,2003-10-01,30,164767,162250
E09,2003-10-01,30,175770,177000
E10,2003-10-01,2,146000,146000
E11,2003-10-01,23,147622,149000
W01,2003-10-01,13,257146,215000
W02,2003-10-01,3,274667,252000
W03,2003-10-01,7,183143,171000
W04,2003-10-01,19,136121,139000
W05,2003-10-01,36,122028,128500
W06,2003-10-01,31,241907,224000
W07,2003-10-01,2,188000,188000
W08,2003-10-01,30,224055,210000
W09,2003-10-01,25,159096,142000
W10,2003-10-01,43,143716,147000
