Area,Sales,Avg_Price,Med_Price
E01,32,"$796,970","$743,000"
E02,11,"$1,135,955","$950,000"
E03,24,"$502,467","$462,500"
E04,36,"$548,625","$565,000"
E05,37,"$579,810","$562,000"
E06,10,"$674,080","$723,500"
E07,67,"$543,879","$534,000"
E08,25,"$482,248","$485,000"
E09,63,"$535,928","$532,000"
E10,2,"$370,000","$370,000"
E11,33,"$472,736","$460,000"
