Area,Sales,Avg_Price,Med_Price
C-1,71,"176,139","153,000"
C-2,16,"280,406","207,500"
C-3,3,"290,333","270,000"
C-4,7,"229,500","208,000"
C-6,-,-,-
C-7,23,"171,452","160,000"
C-8,52,"144,378","132,500"
C-9,6,"392,250","351,500"
C-10,3,"202,333","195,000"
C-11,16,"94,059","83,000"
C-12,-,-,-
C-13,22,"169,359","144,250"
C-14,36,"193,192","177,500"
C-15,13,"121,038","126,000"
