Area,Sales,Avg_Price,Med_Price
E1,1,"79,000","79,000"
E2,-,-,-
E3,32,"97,469","90,500"
E4,19,"100,874","108,000"
E5,29,"154,098","137,000"
E6,3,"137,833","138,000"
E7,40,"124,238","124,500"
E8,21,"118,816","110,000"
E9,13,"139,215","140,000"
E10,3,"94,633","95,000"
E11,19,"92,395","91,500"
