Area,Sales,Avg_Price,Med_Price
C-1,72,"185,106","165,000"
C-2,9,"304,833","265,000"
C-3,3,"181,000","187,000"
C-4,18,"168,661","156,200"
C-6,2,"127,500","127,500"
C-7,17,"176,205","163,000"
C-8,55,"155,415","140,000"
C-9,4,"285,945","287,500"
C-10,12,"174,942","159,000"
C-11,7,"95,429","73,000"
C-12,1,"235,000","235,000"
C-13,27,"177,533","161,000"
C-14,31,"180,876","168,000"
C-15,24,"196,304","182,750"
