Area,Sales,Avg_Price,Med_Price
C-1,44,"184,716","163,050"
C-2,14,"311,893","254,000"
C-3,5,"291,200","290,000"
C-4,8,"166,188","134,500"
C-6,1,"140,000","140,000"
C-7,18,"165,564","163,875"
C-8,39,"157,658","135,000"
C-9,6,"210,067","220,200"
C-10,4,"166,975","151,500"
C-11,12,"77,667","65,500"
C-12,2,"904,000","904,000"
C-13,11,"166,735","125,000"
C-14,7,"178,114","190,000"
C-15,15,"182,380","135,000"
