Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,5,"179,020","160,000"
E3,41,"86,595","88,000"
E4,14,"93,679","90,750"
E5,34,"140,529","128,000"
E6,2,"192,000","192,000"
E7,36,"127,951","126,500"
E8,30,"123,273","108,500"
E9,11,"118,427","118,000"
E10,4,"87,000","82,500"
E11,25,"98,212","99,500"
