Area,Sales,Avg_Price,Med_Price
E1,3,"111,333","102,000"
E2,2,"110,250","110,250"
E3,22,"102,191","86,500"
E4,25,"93,408","97,000"
E5,30,"147,257","147,750"
E6,2,"150,000","150,000"
E7,27,"130,888","125,000"
E8,24,"112,531","110,500"
E9,12,"130,983","129,000"
E10,3,"104,167","105,000"
E11,20,"93,615","84,750"
