Area,Sales,Avg_Price,Med_Price
C-1,76,"200,497","158,500"
C-2,17,"216,565","185,000"
C-3,2,"236,000","236,000"
C-4,10,"188,310","157,250"
C-6,-,-,-
C-7,22,"190,718","173,250"
C-8,44,"165,286","138,500"
C-9,5,"320,980","328,000"
C-10,3,"222,000","220,000"
C-11,15,"97,093","80,500"
C-12,1,"1,240,000","1,240,000"
C-13,27,"183,681","165,000"
C-14,27,"196,189","184,000"
C-15,28,"156,214","126,750"
