Area,Sales,Avg_Price,Med_Price
C-1,68,"176,976","153,500"
C-2,20,"394,470","256,000"
C-3,3,"419,000","420,000"
C-4,19,"256,992","210,000"
C-6,1,"140,000","140,000"
C-7,16,"194,594","187,250"
C-8,80,"152,564","134,250"
C-9,5,"659,200","735,000"
C-10,5,"207,115","208,000"
C-11,9,"105,367","78,000"
C-12,1,"790,000","790,000"
C-13,19,"193,686","159,000"
C-14,24,"193,796","187,400"
C-15,23,"166,883","135,500"
