Area,Sales,Avg_Price,Med_Price
E-1,-,-,-
E-2,-,-,-
E-3,20,"90,628","87,750"
E-4,22,"99,723","101,250"
E-5,37,"140,577","132,000"
E-6,3,"132,833","126,000"
E-7,29,"127,401","123,800"
E-8,34,"110,051","106,000"
E-9,17,"119,372","124,000"
E-10,3,"90,800","81,500"
E-11,20,"107,655","108,250"
